  run year index     sng      sdg      sdc       og       rt      pop     area    edges clusters    xmean    ymean      rad    slope  cl_size   diffus   spread    breed  slp_res  rd_grav   %urban    %road grw_rate leesalee  grw_pix 
 1133 2014  2      70.20   137.20     0.00   167.20   182.60 31702.60 31702.60 22570.80  4448.80   202.12   200.31   100.46     0.87     6.80    28.45     1.14   100.00     1.00    78.62    40.47     0.00     1.76     0.49   557.20 
 1133 2020  3      72.20   139.40     0.00   186.80   201.60 35200.80 35200.80 25327.60  5055.20   203.73   202.86   105.85     0.86     6.00    30.20     1.21   100.00     1.00    81.10    43.70     0.00     1.70     0.39   600.00 
 1134 2007  1      64.40   125.40     0.00   150.40   207.00 27873.00 27873.00 19504.40  3667.80   200.63   197.07    94.19     0.88     7.00    26.54     1.06   100.00    11.98   100.00    32.08     0.00     1.96     0.57   547.20 
 1134 2014  2      70.20   137.20     0.00   167.20   182.60 31702.60 31702.60 22570.80  4448.80   202.12   200.31   100.46     0.87     6.80    28.45     1.14   100.00     1.00   100.00    40.47     0.00     1.76     0.49   557.20 
 1134 2020  3      72.20   139.40     0.00   186.80   201.60 35200.80 35200.80 25327.60  5055.20   203.73   202.86   105.85     0.86     6.00    30.20     1.21   100.00     1.00   100.00    43.70     0.00     1.70     0.39   600.00 
 1135 2007  1      63.20   123.40     0.00   145.20   183.40 27480.20 27480.20 19167.60  3586.60   199.70   196.49    93.53     0.89     7.00    26.49     1.06   100.00    37.47     2.25    31.84     0.00     1.87     0.57   515.20 
 1135 2014  2      67.80   132.00     0.00   166.00   178.20 31116.80 31116.80 22088.60  4348.60   201.83   199.40    99.52     0.87     7.00    28.40     1.14   100.00    14.53     4.55    40.10     0.00     1.75     0.49   544.00 
 1135 2020  3      68.60   134.00     0.00   201.80   180.40 34529.20 34529.20 24779.40  4954.20   203.93   201.71   104.84     0.86     6.00    30.14     1.21   100.00     1.00     7.01    43.27     0.00     1.69     0.39   584.80 
 1136 2007  1      60.60   119.00     0.00   153.00   173.60 27615.00 27615.00 19269.80  3615.40   200.39   196.57    93.76     0.89     7.00    26.54     1.06   100.00    37.03    26.30    31.92     0.00     1.83     0.57   506.20 
 1136 2014  2      69.00   134.00     0.00   172.20   185.60 31382.40 31382.40 22283.60  4381.20   202.58   199.88    99.95     0.87     7.00    28.45     1.14   100.00    14.01    28.60    40.27     0.00     1.79     0.49   560.80 
 1136 2020  3      68.40   133.00     0.00   186.40   186.00 34812.00 34812.00 25016.20  4998.20   204.13   202.44   105.27     0.86     6.20    30.20     1.21   100.00     1.00    31.07    43.45     0.00     1.65     0.39   573.80 
 1137 2007  1      63.00   124.80     0.00   143.40   179.60 27746.40 27746.40 19398.00  3640.40   199.99   196.77    93.98     0.89     7.00    26.54     1.06   100.00    37.00    51.30    32.00     0.00     1.84     0.57   510.80 
 1137 2014  2      68.20   133.60     0.00   171.40   186.00 31483.20 31483.20 22405.40  4436.00   202.02   200.15   100.11     0.87     6.60    28.45     1.14   100.00    13.93    53.61    40.33     0.00     1.78     0.49   559.20 
 1137 2020  3      72.60   142.80     0.00   191.60   179.00 34955.60 34955.60 25184.80  5070.20   203.81   202.78   105.48     0.86     6.20    30.20     1.21   100.00     1.00    56.08    43.55     0.00     1.68     0.39   586.00 
 1138 2007  1      63.00   123.80     0.00   143.00   195.00 27838.00 27838.00 19491.80  3652.80   200.12   197.39    94.13     0.88     7.00    26.54     1.06   100.00    36.98    76.30    32.06     0.00     1.89     0.57   524.80 
 1138 2014  2      68.40   135.20     0.00   172.40   180.40 31595.00 31595.00 22487.00  4436.20   202.30   200.41   100.28     0.87     7.00    28.45     1.14   100.00    13.87    78.61    40.40     0.00     1.76     0.49   556.40 
 1138 2020  3      72.00   139.80     0.00   192.40   167.40 35055.60 35055.60 25201.00  5033.20   203.92   202.65   105.63     0.86     6.20    30.20     1.21   100.00     1.00    81.09    43.61     0.00     1.63     0.39   571.60 
 1139 2007  1      63.00   123.80     0.00   143.00   195.00 27838.00 27838.00 19491.80  3652.80   200.12   197.39    94.13     0.88     7.00    26.54     1.06   100.00    36.98   100.00    32.06     0.00     1.89     0.57   524.80 
 1139 2014  2      68.40   135.20     0.00   172.40   180.40 31595.00 31595.00 22487.00  4436.20   202.30   200.41   100.28     0.87     7.00    28.45     1.14   100.00    13.87   100.00    40.40     0.00     1.76     0.49   556.40 
 1139 2020  3      72.00   139.80     0.00   192.40   167.40 35055.60 35055.60 25201.00  5033.20   203.92   202.65   105.63     0.86     6.20    30.20     1.21   100.00     1.00   100.00    43.61     0.00     1.63     0.39   571.60 
 1140 2007  1      59.20   117.60     0.00   139.20   176.40 27434.60 27434.60 19131.80  3585.20   200.51   196.43    93.45     0.89     7.00    26.49     1.06   100.00    62.48     2.25    31.81     0.00     1.79     0.57   492.40 
 1140 2014  2      67.00   129.00     0.00   155.20   184.40 31000.20 31000.20 22028.00  4327.00   202.62   199.19    99.34     0.87     7.00    28.40     1.14   100.00    39.58     4.54    40.02     0.00     1.73     0.49   535.60 
 1140 2020  3      69.80   136.60     0.00   194.80   184.80 34360.60 34360.60 24693.80  4940.00   204.04   201.44   104.58     0.87     6.20    30.14     1.21   100.00    15.04     7.00    43.17     0.00     1.71     0.39   586.00 
 1141 2007  1      59.20   117.20     0.00   146.80   170.60 27581.80 27581.80 19247.80  3617.40   200.35   197.13    93.70     0.89     7.00    26.54     1.06   100.00    62.02    26.30    31.90     0.00     1.79     0.57   493.80 
 1141 2014  2      67.80   133.00     0.00   161.40   187.80 31242.00 31242.00 22214.80  4380.80   201.90   200.32    99.72     0.87     7.00    28.45     1.14   100.00    39.04    28.60    40.18     0.00     1.76     0.49   550.00 
 1141 2020  3      71.40   140.40     0.00   196.00   187.20 34654.60 34654.60 24926.00  4972.00   203.15   202.82   105.03     0.86     6.00    30.20     1.21   100.00    14.41    31.06    43.35     0.00     1.72     0.39   595.00 
 1142 2007  1      59.20   116.80     0.00   137.80   193.40 27707.00 27707.00 19352.00  3640.40   200.10   197.18    93.91     0.88     7.00    26.54     1.06   100.00    62.00    51.30    31.98     0.00     1.83     0.57   507.20 
 1142 2014  2      65.80   129.80     0.00   155.20   191.60 31411.60 31411.60 22334.40  4398.80   202.08   200.46    99.99     0.87     6.80    28.45     1.14   100.00    38.96    53.60    40.28     0.00     1.73     0.49   542.40 
 1142 2020  3      67.20   130.40     0.00   199.00   176.80 34760.60 34760.60 24962.00  4953.00   203.47   202.84   105.19     0.86     6.40    30.20     1.21   100.00    14.26    56.07    43.42     0.00     1.65     0.39   573.40 
 1143 2007  1      61.60   122.80     0.00   131.80   179.20 27693.80 27693.80 19341.00  3644.60   199.99   197.02    93.89     0.89     7.00    26.54     1.06   100.00    62.01    76.30    31.97     0.00     1.79     0.57   495.40 
 1143 2014  2      66.20   129.60     0.00   162.20   187.00 31412.00 31412.00 22362.60  4402.80   202.39   200.03    99.99     0.87     7.00    28.45     1.14   100.00    38.97    78.60    40.28     0.00     1.74     0.49   545.00 
 1143 2020  3      71.80   139.80     0.00   193.80   179.60 34821.40 34821.40 25064.00  5009.80   203.92   202.46   105.28     0.86     6.00    30.20     1.21   100.00    14.27    81.07    43.46     0.00     1.68     0.39   585.00 
 1144 2007  1      61.60   122.80     0.00   131.80   179.20 27693.80 27693.80 19341.00  3644.60   199.99   197.02    93.89     0.89     7.00    26.54     1.06   100.00    62.01   100.00    31.97     0.00     1.79     0.57   495.40 
 1144 2014  2      66.20   129.60     0.00   162.20   187.00 31412.00 31412.00 22362.60  4402.80   202.39   200.03    99.99     0.87     7.00    28.45     1.14   100.00    38.97   100.00    40.28     0.00     1.74     0.49   545.00 
 1144 2020  3      71.80   139.80     0.00   193.80   179.60 34821.40 34821.40 25064.00  5009.80   203.92   202.46   105.28     0.86     6.00    30.20     1.21   100.00    14.27   100.00    43.46     0.00     1.68     0.39   585.00 
 1145 2007  1      60.20   119.20     0.00   139.00   164.20 27409.00 27409.00 19096.20  3589.60   200.03   196.39    93.41     0.89     7.00    26.49     1.06   100.00    87.48     2.25    31.80     0.00     1.76     0.57   482.60 
 1145 2014  2      63.80   124.40     0.00   149.40   168.40 30885.60 30885.60 21893.80  4325.40   201.84   199.19    99.15     0.87     6.80    28.40     1.14   100.00    64.59     4.54    39.95     0.00     1.64     0.49   506.00 
 1145 2020  3      68.20   133.60     0.00   187.00   176.80 34178.80 34178.80 24511.00  4938.40   203.47   201.86   104.30     0.86     6.00    30.14     1.21   100.00    40.11     6.99    43.05     0.00     1.65     0.39   565.60 
 1146 2007  1      61.20   120.60     0.00   134.00   167.80 27538.60 27538.60 19246.40  3607.80   199.75   197.04    93.63     0.88     7.00    26.49     1.06   100.00    87.45    26.25    31.88     0.00     1.76     0.57   483.60 
 1146 2014  2      66.00   128.00     0.00   159.20   183.80 31135.60 31135.60 22128.40  4361.40   201.66   199.90    99.55     0.87     6.80    28.40     1.14   100.00    64.50    28.55    40.11     0.00     1.72     0.49   537.00 
 1146 2020  3      67.60   131.60     0.00   188.20   175.00 34476.20 34476.20 24782.00  4984.20   203.13   202.57   104.76     0.86     6.20    30.14     1.21   100.00    39.91    31.01    43.24     0.00     1.63     0.39   562.40 
 1147 2007  1      61.20   118.20     0.00   134.00   186.60 27644.20 27644.20 19320.60  3618.00   199.97   197.19    93.81     0.88     7.00    26.54     1.06   100.00    87.02    51.30    31.94     0.00     1.81     0.57   500.00 
 1147 2014  2      64.00   126.20     0.00   162.80   172.60 31232.40 31232.40 22186.00  4373.40   201.64   200.27    99.71     0.87     6.80    28.45     1.14   100.00    64.02    53.60    40.17     0.00     1.68     0.49   525.60 
 1147 2020  3      71.60   136.40     0.00   194.40   168.60 34580.80 34580.80 24836.00  4969.80   203.21   202.92   104.92     0.86     6.40    30.20     1.21   100.00    39.39    56.06    43.31     0.00     1.65     0.39   571.00 
 1148 2007  1      60.00   117.60     0.00   130.00   184.80 27670.00 27670.00 19362.60  3648.00   200.25   196.83    93.85     0.88     7.00    26.54     1.06   100.00    87.01    76.30    31.95     0.00     1.78     0.57   492.40 
 1148 2014  2      65.60   125.20     0.00   165.60   184.80 31318.20 31318.20 22320.40  4441.40   202.62   199.78    99.84     0.87     6.60    28.45     1.14   100.00    63.99    78.60    40.22     0.00     1.73     0.49   541.20 
 1148 2020  3      72.20   141.00     0.00   181.40   181.60 34665.20 34665.20 24996.60  5062.00   204.09   202.29   105.04     0.86     6.00    30.20     1.21   100.00    39.34    81.07    43.36     0.00     1.66     0.39   576.20 
 1149 2007  1      60.00   117.60     0.00   130.00   184.80 27670.00 27670.00 19362.60  3648.00   200.25   196.83    93.85     0.88     7.00    26.54     1.06   100.00    87.01   100.00    31.95     0.00     1.78     0.57   492.40 
 1149 2014  2      65.60   125.20     0.00   165.60   184.80 31318.20 31318.20 22320.40  4441.40   202.62   199.78    99.84     0.87     6.60    28.45     1.14   100.00    63.99   100.00    40.22     0.00     1.73     0.49   541.20 
 1149 2020  3      72.20   141.00     0.00   181.40   181.60 34665.20 34665.20 24996.60  5062.00   204.09   202.29   105.04     0.86     6.00    30.20     1.21   100.00    39.34   100.00    43.36     0.00     1.66     0.39   576.20 
 1150 2007  1      60.20   118.60     0.00  2107.40   123.40 39291.60 39291.60 23368.60  3348.00   201.84   193.41   111.83     0.88    11.00    26.54    26.54   100.00     1.00     2.48    38.97     0.00     6.13     0.53  2409.60 
 1150 2014  2      57.40   111.20     0.00  2747.20   101.40 58660.40 58660.40 29408.40  3300.40   206.17   195.84   136.65     0.85    17.20    28.45    28.45   100.00     1.00     5.55    57.48     0.00     5.14     0.46  3017.20 
 1150 2020  3      49.40    96.40     0.00  3323.60    71.20 78644.40 78644.40 33410.00  2992.00   209.79   200.62   158.22     0.83    25.80    30.20    30.20   100.00     1.00     9.30    71.32     0.00     4.50     0.44  3540.60 
 1151 2007  1      61.20   119.60     0.00  2131.40   123.20 39262.40 39262.40 23479.40  3370.40   202.24   193.46   111.79     0.87    11.00    26.54    26.54   100.00     1.00    26.48    38.96     0.00     6.20     0.53  2435.40 
 1151 2014  2      57.60   110.80     0.00  2799.80    97.60 58749.20 58749.20 29517.60  3284.20   206.52   196.13   136.75     0.85    17.40    28.45    28.45   100.00     1.00    29.54    57.54     0.00     5.22     0.46  3065.80 
 1151 2020  3      53.20   102.20     0.00  3359.80    63.80 78988.20 78988.20 33744.20  2913.60   210.34   201.06   158.56     0.83    26.60    30.20    30.20   100.00     1.00    33.31    71.54     0.00     4.53     0.44  3579.00 
 1152 2007  1      62.00   122.60     0.00  2098.60   125.60 39321.20 39321.20 23548.00  3368.00   202.05   193.62   111.88     0.88    11.00    26.54    26.54   100.00     1.00    51.48    38.99     0.00     6.13     0.53  2408.80 
 1152 2014  2      56.60   108.40     0.00  2803.20    96.00 58781.40 58781.40 29411.00  3317.20   205.89   196.36   136.79     0.85    17.00    28.45    28.45   100.00     1.00    54.55    57.56     0.00     5.21     0.46  3064.20 
 1152 2020  3      54.40   105.20     0.00  3330.80    70.20 78882.20 78882.20 33583.20  2975.00   209.70   200.96   158.46     0.83    25.80    30.20    30.20   100.00     1.00    58.31    71.47     0.00     4.51     0.44  3560.60 
 1153 2007  1      63.20   124.80     0.00  2125.00   122.40 39371.80 39371.80 23517.40  3391.60   202.51   193.50   111.95     0.87    11.00    26.54    26.54   100.00     1.00    76.48    39.02     0.00     6.19     0.53  2435.40 
 1153 2014  2      57.20   110.60     0.00  2826.60    85.00 58907.80 58907.80 29544.00  3324.60   207.06   196.26   136.93     0.85    17.00    28.45    28.45   100.00     1.00    79.55    57.64     0.00     5.23     0.46  3079.40 
 1153 2020  3      51.60   100.20     0.00  3352.80    64.00 78993.80 78993.80 33652.80  2943.60   210.90   200.92   158.57     0.83    26.20    30.20    30.20   100.00     1.00    83.32    71.54     0.00     4.52     0.44  3568.60 
 1154 2007  1      63.20   124.80     0.00  2125.00   122.40 39371.80 39371.80 23517.40  3391.60   202.51   193.50   111.95     0.87    11.00    26.54    26.54   100.00     1.00   100.00    39.02     0.00     6.19     0.53  2435.40 
 1154 2014  2      57.20   110.60     0.00  2826.60    85.00 58907.80 58907.80 29544.00  3324.60   207.06   196.26   136.93     0.85    17.00    28.45    28.45   100.00     1.00   100.00    57.64     0.00     5.23     0.46  3079.40 
 1154 2020  3      51.60   100.20     0.00  3352.80    64.00 78993.80 78993.80 33652.80  2943.60   210.90   200.92   158.57     0.83    26.20    30.20    30.20   100.00     1.00   100.00    71.54     0.00     4.52     0.44  3568.60 
 1155 2007  1      61.00   118.00     0.00  2078.80   120.00 38986.40 38986.40 23364.60  3400.80   202.04   193.25   111.40     0.88    11.00    26.54    26.54   100.00    10.25     2.48    38.79     0.00     6.10     0.53  2377.80 
 1155 2014  2      57.00   108.80     0.00  2818.20   108.00 58387.60 58387.60 29387.60  3295.00   206.43   195.68   136.33     0.85    17.00    28.45    28.45   100.00     1.00     5.53    57.31     0.00     5.30     0.46  3092.00 
 1155 2020  3      51.20   100.00     0.00  3338.60    60.20 78400.20 78400.20 33506.20  2979.20   210.35   200.40   157.97     0.83    25.80    30.20    30.20   100.00     1.00     9.27    71.17     0.00     4.53     0.44  3550.00 
 1156 2007  1      63.80   125.20     0.00  2110.60   126.00 39183.80 39183.80 23519.00  3404.40   201.74   193.32   111.68     0.87    11.00    26.54    26.54   100.00    10.22    26.48    38.91     0.00     6.19     0.53  2425.60 
